Source,Target,Type,Weight
139,118,undirected,2
139,82,undirected,1
139,218,undirected,1
139,222,undirected,1
139,29,undirected,2
139,12,undirected,1
139,20,undirected,1
139,140,undirected,1
139,98,undirected,1
139,149,undirected,1
139,10,undirected,2
139,181,undirected,1
139,143,undirected,1
139,42,undirected,1
139,146,undirected,1
139,265,undirected,1
139,85,undirected,2
139,50,undirected,1
139,153,undirected,1
139,177,undirected,1
139,45,undirected,1
139,38,undirected,1
139,19,undirected,1
139,92,undirected,2
139,9,undirected,1
139,168,undirected,3
139,66,undirected,1
139,120,undirected,1
116,114,undirected,1
116,88,undirected,3
116,69,undirected,3
116,110,undirected,1
116,26,undirected,1
116,22,undirected,3
116,133,undirected,1
116,117,undirected,5
116,43,undirected,1
116,151,undirected,3
116,83,undirected,1
116,39,undirected,1
116,15,undirected,3
116,21,undirected,3
116,196,undirected,1
116,142,undirected,1
116,246,undirected,1
116,56,undirected,1
116,23,undirected,1
116,62,undirected,4
116,93,undirected,1
116,188,undirected,2
116,51,undirected,1
116,31,undirected,2
116,84,undirected,1
116,89,undirected,1
116,14,undirected,1
116,64,undirected,4
116,53,undirected,3
116,314,undirected,1
116,72,undirected,5
116,32,undirected,3
116,74,undirected,1
116,90,undirected,3
116,118,undirected,2
116,1,undirected,9
116,281,undirected,1
116,95,undirected,1
116,82,undirected,4
116,29,undirected,5
116,12,undirected,7
116,299,undirected,1
116,30,undirected,5
116,67,undirected,1
116,20,undirected,2
116,94,undirected,3
116,36,undirected,2
116,149,undirected,3
116,10,undirected,6
116,54,undirected,1
116,143,undirected,5
116,71,undirected,1
116,113,undirected,3
116,155,undirected,1
116,42,undirected,3
116,148,undirected,2
116,122,undirected,2
116,290,undirected,1
116,49,undirected,1
116,265,undirected,1
116,37,undirected,2
116,129,undirected,1
116,253,undirected,1
116,106,undirected,1
116,153,undirected,2
116,177,undirected,1
116,45,undirected,3
116,105,undirected,1
116,60,undirected,1
116,57,undirected,1
116,44,undirected,1
116,38,undirected,5
116,41,undirected,1
116,288,undirected,1
116,19,undirected,4
116,92,undirected,5
116,167,undirected,1
116,150,undirected,1
116,9,undirected,13
116,168,undirected,3
116,11,undirected,2
116,66,undirected,5
116,206,undirected,2
116,27,undirected,1
116,301,undirected,1
236,154,undirected,1
236,151,undirected,1
236,17,undirected,1
236,122,undirected,1
236,57,undirected,2
236,38,undirected,1
236,237,undirected,1
303,105,undirected,1
126,69,undirected,1
126,151,undirected,1
126,83,undirected,1
126,142,undirected,1
126,93,undirected,1
126,84,undirected,1
126,236,undirected,1
126,8,undirected,1
126,72,undirected,1
126,118,undirected,1
126,218,undirected,1
126,163,undirected,4
126,12,undirected,1
126,259,undirected,1
126,67,undirected,1
126,149,undirected,2
126,10,undirected,1
126,143,undirected,1
126,155,undirected,1
126,37,undirected,1
126,153,undirected,1
126,57,undirected,1
126,38,undirected,2
126,250,undirected,1
126,9,undirected,3
126,65,undirected,1
126,168,undirected,1
126,73,undirected,1
126,27,undirected,1
126,120,undirected,1
33,26,undirected,3
33,96,undirected,2
33,17,undirected,4
33,137,undirected,1
33,72,undirected,4
33,13,undirected,1
33,155,undirected,2
33,129,undirected,2
33,176,undirected,1
33,106,undirected,1
242,154,undirected,1
242,15,undirected,1
242,21,undirected,1
242,17,undirected,1
242,246,undirected,1
242,62,undirected,1
242,236,undirected,1
242,126,undirected,1
242,108,undirected,1
242,90,undirected,2
242,163,undirected,1
242,12,undirected,1
242,144,undirected,1
242,30,undirected,1
242,67,undirected,1
242,20,undirected,1
242,94,undirected,1
242,10,undirected,2
242,113,undirected,1
242,97,undirected,1
242,132,undirected,1
242,145,undirected,1
242,58,undirected,1
242,19,undirected,1
242,92,undirected,1
242,9,undirected,1
242,27,undirected,1
242,120,undirected,1
182,69,undirected,1
182,21,undirected,3
182,17,undirected,1
182,238,undirected,1
182,183,undirected,1
182,31,undirected,1
182,33,undirected,1
182,128,undirected,1
182,64,undirected,2
182,16,undirected,1
182,123,undirected,1
182,47,undirected,1
182,74,undirected,1
182,90,undirected,1
182,82,undirected,1
182,30,undirected,1
182,97,undirected,1
182,234,undirected,1
182,122,undirected,1
182,37,undirected,1
182,44,undirected,1
182,38,undirected,4
182,19,undirected,1
182,92,undirected,2
182,167,undirected,1
182,150,undirected,1
182,168,undirected,1
293,28,undirected,1
293,64,undirected,1
293,38,undirected,1
293,9,undirected,1
128,33,undirected,2
128,1,undirected,3
89,26,undirected,3
89,22,undirected,3
89,151,undirected,1
89,15,undirected,13
89,21,undirected,2
89,18,undirected,1
89,23,undirected,3
89,77,undirected,2
89,51,undirected,1
89,31,undirected,4
89,14,undirected,1
89,16,undirected,2
89,32,undirected,4
89,47,undirected,4
89,1,undirected,5
89,12,undirected,2
89,20,undirected,1
89,94,undirected,1
89,34,undirected,1
89,49,undirected,1
89,58,undirected,1
89,153,undirected,1
89,44,undirected,1
89,38,undirected,1
89,19,undirected,4
89,9,undirected,1
89,11,undirected,4
89,27,undirected,5
152,154,undirected,1
152,142,undirected,1
152,62,undirected,1
152,153,undirected,1
152,57,undirected,1
152,38,undirected,1
79,109,undirected,1
79,270,undirected,1
79,110,undirected,1
79,22,undirected,1
79,133,undirected,1
79,117,undirected,1
79,15,undirected,1
79,21,undirected,3
79,23,undirected,2
79,84,undirected,1
79,126,undirected,1
79,64,undirected,1
79,108,undirected,1
79,32,undirected,1
79,1,undirected,1
79,13,undirected,1
79,29,undirected,3
79,81,undirected,1
79,12,undirected,3
79,124,undirected,1
79,30,undirected,2
79,174,undirected,1
79,269,undirected,1
79,34,undirected,1
79,42,undirected,1
79,261,undirected,1
79,145,undirected,1
79,219,undirected,1
79,85,undirected,3
79,45,undirected,1
79,60,undirected,1
79,38,undirected,1
79,150,undirected,1
79,9,undirected,2
79,66,undirected,1
79,99,undirected,1
313,1,undirected,1
313,153,undirected,1
313,66,undirected,1
308,192,undirected,1
308,140,undirected,1
308,42,undirected,1
308,171,undirected,1
68,52,undirected,2
68,22,undirected,2
68,2,undirected,2
68,147,undirected,1
68,53,undirected,5
68,20,undirected,2
68,48,undirected,10
68,4,undirected,4
68,41,undirected,3
190,83,undirected,1
190,15,undirected,1
190,56,undirected,1
190,242,undirected,1
190,208,undirected,1
190,118,undirected,1
190,230,undirected,1
190,63,undirected,1
190,284,undirected,1
190,36,undirected,1
190,113,undirected,1
190,97,undirected,1
190,34,undirected,1
190,122,undirected,1
190,171,undirected,1
190,167,undirected,1
14,52,undirected,8
14,26,undirected,14
14,28,undirected,8
14,22,undirected,6
14,2,undirected,1
14,17,undirected,1
14,246,undirected,1
14,23,undirected,10
14,51,undirected,13
14,32,undirected,3
14,47,undirected,10
14,1,undirected,36
14,146,undirected,1
14,49,undirected,3
14,38,undirected,1
14,19,undirected,8
14,9,undirected,3
14,25,undirected,5
64,52,undirected,1
64,26,undirected,2
64,28,undirected,4
64,22,undirected,7
64,133,undirected,1
64,151,undirected,2
